STT,Ten_Xa,F,Q_tb,Q_tb_kiet,sigma,X_tb,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X_nam_i,X_nam_j,h_nam_i,h_nam_j,V_reservoirs,flood_hours,X,X_mean,sigma_spi,salinity_val,K,k,H,h,W_13,w_13,M_xc,m,N,n,P_xl,P,S,S_tn,S_cham,W_18,PA,W_19,demand_increase,TC_dt,TC_nt,Z,z,P_school,p_total,Q_school,p_total_24
984,Xã Quài Tở,16.98,60.48,55.93,64.46,72.9,21.78,88.91,11.56,94.67,83.57,55.27,97.79,1.2,26.81,24.09,84.97,97.25,20.03,22.09,61.27,45.64,92.38,17.2,23.38,50.27,32.75,77.34,86.13,7.86,27.28,41.53,10.23,77.82,57.37,51.08,80.3,65.93,56.05,15.72,66.25,96.35,15.32,33.93,14.18,2.46,24.61,18.84,88.83,94.59,88.56,78.84,1.15,35.51,17.73
985,Xã Quản Bạ,22.81,49.29,24.65,33.39,72.59,48.41,3.92,65.92,93.73,24.54,21.22,92.73,38.03,55.5,32.79,29.96,4.67,99.02,69.33,52.34,10.92,58.98,90.06,48.97,60.39,90.73,31.85,95.16,11.59,56.67,79.83,63.57,69.87,65.08,28.46,18.37,11.76,65.8,72.94,37.97,6.22,91.13,72.26,63.29,55.84,14.93,89.17,65.42,64.3,52.86,13.25,16.22,69.83,61.21
986,Xã Quân Chu,30.49,31.15,10.57,24.06,82.87,99.78,24.56,80.49,65.52,80.41,29.8,86.69,57.56,61.45,85.93,40.96,55.93,39.49,85.2,98.5,27.61,63.58,35.93,96.61,35.18,57.87,93.62,99.84,39.68,43.92,98.84,22.64,65.57,83.65,46.48,13.8,0.84,42.94,56.09,18.13,6.28,1.62,41.61,27.27,94.52,87.26,29.53,51.67,28.47,54.71,80.19,85.97,45.06,22.51
987,Xã Quan Sơn,31.19,56.68,56.34,10.32,4.68,90.65,42.49,88.31,22.85,53.97,23.6,31.74,25.06,65.71,50.28,27.2,89.19,68.41,81.56,41.21,92.94,24.58,20.02,15.55,34.68,39.06,46.71,12.55,5.07,97.9,0.5,85.86,72.2,81.09,25.64,80.28,15.27,2.12,64.73,47.44,25.39,38.05,31.35,93.68,80.98,22.08,27.92,0.71,60.87,34.57,40.11,93.25,47.1,70.91
988,Xã Quảng Bạch,41.34,50.73,2.76,33.92,15.61,54.54,53.34,30.87,39.08,15.88,4.91,59.78,31.92,29.98,99.99,20.06,47.76,90.07,27.42,73.19,14.03,94.31,81.45,96.24,70.03,88.79,5.66,32.65,30.16,92.29,5.85,97.17,11.21,86.99,42.22,77.53,4.58,89.19,58.85,41.43,99.75,90.16,7.59,25.81,99.98,56.45,75.89,29.38,73.96,90.1,35.54,15.12,85.66,58.37
989,Xã Quảng Bị,41.64,10.36,85.04,35.03,74.47,95.39,88.99,58.99,46.06,6.28,41.84,92.8,32.63,9.84,43.57,79.07,9.91,76.64,82.39,82.26,86.55,81.82,22.04,20.63,52.11,54.22,64.97,70.99,42.55,50.35,16.09,67.96,12.66,91.84,31.05,53.8,18.4,93.14,96.73,3.97,18.37,70.14,31.1,78.77,29.54,88.14,31.49,11.83,29.6,95.99,94,37.94,7.22,82.97
990,Xã Quang Bình,19.83,39.57,11.51,11.8,19.49,33.17,18.44,3.84,45.49,83.14,35.68,22.41,20.25,30.69,59.85,54.77,58.56,97.48,60.56,79.2,39.49,67.9,54.96,63.03,32.94,34.96,43.31,30.05,27.62,57.41,19.06,75.31,13.8,1.58,27.35,46.22,8.87,18.99,85.81,82.69,74.73,55.41,70.82,66.51,92.82,63.23,86.03,41.92,55.22,6.2,56.79,84.97,83.53,91.18
991,Xã Quảng Đức,8.14,28.46,67.57,67.71,70.5,43.66,90.37,71.67,41.98,17.62,48.48,91.21,84.42,56.93,82.31,9.89,58.04,32.46,65.26,29.91,13.32,22.43,7.14,66.26,41.82,69.29,96.64,98.75,8.07,98.21,43.08,0.02,34.26,32.54,5.8,31.02,66.22,15.46,24.41,49.77,14.73,24.35,83.36,23.73,83.85,90.78,51.38,50.74,46.26,76.61,24.49,84.68,41.25,34.31
992,Xã Quảng Hà,25.96,48.82,60.21,3.09,18.32,50.62,54.67,52.15,24.25,67.23,14.32,31.82,8.11,42.91,2.98,73.71,7.68,72.44,49.76,69.25,97.79,70.51,53.38,15.04,37.07,26.58,96.26,84.89,65.71,78.86,41.87,39.4,96.47,15.74,34.97,69.23,36.58,86.75,93.92,18.73,9.16,61.27,52.25,38.45,95,8.78,30.79,1.57,52.56,1.96,38.13,29.51,82.93,93.94
993,Xã Quang Hán,26.07,94.5,60.28,26.48,82.15,75.79,23.16,53.04,59.95,98.42,32.22,14.52,32.39,21.79,11.97,8.13,26.13,85.48,57.47,49.06,93.91,84.41,64.42,52.28,36.05,35.84,20.51,86.5,14.95,13.07,47.55,54.31,66.33,55.63,72.38,94.11,46.88,61.67,17.05,15.32,32.48,39.68,54.01,15.71,2.62,70.92,91.15,20.92,3.9,11.44,13.36,34.31,76.94,58.32
994,Xã Quang Hưng,20.95,42.25,33.25,69.1,89.58,47.33,36.96,96.97,47.1,85.52,59.75,54.04,50.8,93.14,14.32,47.41,47.85,65.86,67.93,33.3,10.11,22.15,66.04,58.4,6.06,56.43,43.09,86.39,23.36,51.06,96.93,5.09,74.35,83.51,54.25,96.16,60.36,55.74,91.44,4.92,37.16,25.86,62.24,42.97,83.44,68.93,99.21,97.49,63.2,62.72,41.34,21.25,89.97,74.69
996,Xã Quảng La,41,98.24,42.41,92.99,55.94,58.92,11.07,83.45,96.91,15.6,60.03,93.77,71.88,86,1.08,34.96,34.85,97.55,93.14,24.3,83.62,43.88,61.54,3.66,1.44,40.7,36.17,47.8,53.34,12.63,21.06,37.89,54.48,70.94,44.33,0.57,87.39,32.08,90.79,12.25,3.28,29.05,68.29,50.47,68.81,18.24,52.65,8.53,77.32,50.86,25.34,54.14,40.33,33.44
997,Xã Quảng Lâm,12.25,98.55,65.71,27.69,3.92,62.02,7.7,19.44,42.52,77.6,74.01,59.62,29.9,82.1,84.67,25.2,2.67,9.79,12.78,52.6,80.52,11.5,95.49,54.4,13.71,15.75,60.35,38.01,67.73,44.94,18.19,60.33,82.43,64.8,91.82,77.25,78.45,99.03,28.96,22.87,31.61,99.19,66.41,47.95,23.51,71.47,66.87,9.82,12.29,79.91,80.47,75.09,22.9,59.61
999,Xã Quang Lịch,22.73,26.03,16.85,49.22,4.8,33.53,95.83,10.16,15.24,62.56,68.99,92.95,9.41,24.41,54.3,49.36,69.09,71.32,91.84,74.28,47.19,41.42,18.78,40.24,18.83,36.24,39.06,66.38,69.92,52.46,58.07,9.61,43.38,4.62,52.15,85.26,6.69,21.69,63.22,90.16,28.63,64.89,11.68,54.79,10.08,34.86,35.37,67.85,41.07,84.53,22.28,55.88,40.38,93.51
1000,Xã Quang Long,23.14,23.63,9.99,51.43,57.24,40.57,23.69,22.54,5.03,51.5,63.96,60.75,76.37,34.14,40.28,91.28,60.43,33.59,91.49,52.13,27.33,73.43,92.23,77.55,81.69,7.62,64.4,27.18,50.76,74.65,85.57,88.83,7.08,97.87,32.78,39.96,42.64,64.1,67.99,27.46,5.08,6.84,96.57,87.64,6.53,88.14,7.58,43.7,64.48,64.94,12.02,74.24,76.08,51.49
1001,Xã Quang Minh,14.3,96.27,61.92,47.76,90.95,67.37,7.61,64.3,23.59,72.5,83.3,32.45,88.61,62.44,43.02,40.98,51.84,82.24,44.67,37.33,80.38,20.82,61.51,78.23,2.26,88.71,27.09,96.79,63.04,18.19,54.14,23.66,37.61,85.7,26.65,82.41,4.65,49.01,71.14,12.55,7.63,57.39,41.35,98.24,54.95,49.07,71.22,58.06,15.76,31,77.91,81.74,92.38,15.38
1002,Xã Quảng Nguyên,8.11,9.88,48.35,80.51,63.18,14.9,67.93,34.04,69.63,36.91,45.9,23.82,10.93,31.92,32.16,28.21,10.34,13.2,39.33,46.4,0.13,11.2,70.04,55.04,25.53,14.59,30.94,40.2,86.3,60.18,40.91,6.2,10.13,27.04,78.55,8.05,63.1,53.26,40.59,50.38,53.76,71.58,36.27,20.5,67.36,77.87,76.62,10.99,89.07,64.68,14.87,47.48,92.38,32.77
1003,Xã Quảng Oai,46.54,15.23,54.5,56.13,24.99,64.18,23.99,9.27,54.21,78.17,89.21,4.76,93.69,57.86,21.45,62.29,71.55,8.64,93.93,52.63,48.8,21.25,13.62,77.35,36.87,77.64,41.7,27.83,85.47,17.32,33.27,90.61,25.9,33.91,81.41,91.37,74.43,2.2,11.02,23.45,19.48,99.07,29.59,58.9,28.36,5.36,7.88,36.82,58.6,85.74,68.9,61.88,58.2,90.27
1004,Xã Quang Sơn,9.85,32.58,99.77,90.49,91.3,45.83,68.82,40.69,84.15,46.13,32.94,46,57.79,58.4,68.81,89.84,1.19,62.12,71.34,25.82,89.9,27.76,62.67,70.71,32.01,90.12,66.32,39.82,65.17,54.85,23.17,29.02,81.83,52.91,93.42,27.52,50.18,71.49,46.68,58.4,6.43,8.87,49.78,63.52,30.41,93.26,5.78,90.15,46.98,65.12,84.87,75.53,87.71,99.41
1005,Xã Quảng Tân,38.83,82.45,29.03,67.72,84.24,9.06,62.29,76.98,83.19,23.95,80.38,89.94,58.59,39.58,49.3,9.16,90.18,89.33,97.02,78.66,95.64,61.88,41.39,20.69,82.26,28.56,34.2,64.98,48.46,78,60.71,24.97,78.24,29.28,79.25,40.62,26.83,20.54,11.68,99.3,14.48,19.99,34.77,81.03,95.01,28.75,70.65,94.8,62.5,51.31,33.7,93.63,54.7,78.46
1006,Xã Quang Thiện,6.36,53,37.97,56.77,32.84,64.08,27.16,49.39,17.07,97.44,72.09,58.89,34.22,80.21,87.35,39.29,18.36,2.2,12.81,75.97,98.7,91.4,68.59,5.56,62.8,36.08,14.83,51.01,35.31,13.58,5.58,37.48,67.12,98.25,24.65,88.36,39.58,92.36,52.31,44.75,1.98,44.21,87.1,91.35,38.14,26.11,8.12,96.04,38.37,50.26,27.64,25.25,81.37,95.87
1007,Xã Quang Trung,31.14,60.21,99.06,86.16,75.89,5.88,7.98,25.56,83.51,27.77,83.76,96.19,47.1,86.94,67.57,76.56,79.44,48.84,75.97,33.05,16.14,46.4,31.34,89.96,12.51,45.67,46.53,85.72,44.74,14.46,44.4,18.72,60.15,20.87,29.9,40.94,54.16,24.74,45.13,65.63,78.43,13.3,51.72,38.85,12.94,94.46,20.5,20.06,8.52,33.39,62.86,84.87,92.08,71.98
1009,Xã Quảng Uyên,36.8,47.47,79.19,16.25,14.52,1.06,7.76,64.75,18.46,24.6,18.96,86.37,33.34,15.32,48.1,99.48,66.64,35.57,8.93,73.93,31.03,58.13,18.07,61.22,94.89,51.4,71.34,74.84,30.87,59.59,50.47,37.5,53.8,22.6,66.82,38.34,43.18,81.51,9.69,14.6,43.71,71.6,27.05,27.05,99.59,29.1,18.42,17.2,67.21,13.03,70.15,0.65,21.06,1.39
1010,Xã Quảng Yên,36.09,0.18,20.49,61.43,67.92,49.99,80.03,99.8,19.87,47.53,3.77,36.25,38.38,0.26,66.03,8.99,15.11,94.21,55.57,91.08,13.25,99.25,66.74,97.15,68.79,33.29,42.41,66.57,31.62,6.47,77.61,21.43,97.16,35.93,51.38,87.01,87.02,83.3,81.13,98.18,36.34,16.01,88.03,28.27,17.01,91.66,31.08,6.21,25.61,24.33,78.39,76.44,6.75,2.12
1011,Xã Quốc Khánh,23.2,91.35,95.33,12.54,81.54,30.9,62.22,61.43,50.83,17.95,19.58,84.39,69.5,92.55,47.12,92.75,85.66,11.88,60.33,98.91,81.29,8.29,40.25,64.11,80.28,48.47,18.7,29.79,16.9,85.09,82.09,43.51,65.93,88.3,80.76,37.35,32.87,76.16,75.35,67.47,12.03,21.47,70.12,86.87,28,5.18,93.27,49.92,30.39,94.46,27.61,31.06,82.85,73.48
1012,Xã Quốc Oai,30.1,98.55,82.62,60.96,85.03,30.2,93.73,46.96,31.7,49.38,30.39,93.93,35.14,89.51,45.42,39.99,26.17,80.09,69.52,59.53,1.2,65.11,99.28,21.12,71.93,65,16.25,44.51,51.35,17.59,54.93,0.49,53.44,29.31,15.16,16.12,55.06,96.44,54.34,95.36,34.67,12.15,55.36,34.19,34.29,78.16,18.56,57.85,10.28,94.65,73.37,12.08,79.02,3.01
1013,Xã Quốc Việt,38.74,3.21,81.37,6.29,60.46,10.4,66.86,3.44,35.2,89.24,20.91,97.18,51.08,60.77,59.15,7.95,34.03,24.83,97.41,87.89,34.07,5.05,29.99,79.05,72.76,86.57,40.3,39.79,75.13,73.77,89.57,52.33,41.39,35.01,92.37,59.09,88.14,48.85,44.48,92.9,59.7,61.43,29.52,51.54,61.62,3.19,7.46,90.35,77.38,94.86,76.93,68.57,86.98,3.19
1014,Xã Quy Đức,13.68,60.79,52.68,0.7,70.77,31.38,31.79,32.82,19.03,36.06,16.87,57.62,10.01,15.77,13.07,96.84,23.84,44.9,10.88,69.52,51.79,89.83,37.56,46.21,95.69,71.57,55.14,63.15,11.32,95.07,10.01,30.3,77.39,81.73,83.23,3.81,35.42,78.84,16.64,99.68,53.34,87.87,9.68,99.77,60.76,93.96,14.61,29.28,72.25,77.13,77.83,9.22,27.7,27.74
1015,Xã Quý Hòa,34.81,48.83,52.6,29.11,69.51,27.55,97.5,47.52,68.94,96.21,95.46,8.74,46.87,81.35,73.78,37.48,60.38,16.58,81.43,17.74,33,66.92,92.9,70.93,25.39,25.56,74.44,75.24,37.75,7.5,79.2,60.67,29.86,4.73,82.05,5.14,79.02,1.79,0.33,48.64,47.12,11.18,38.39,86.92,92.66,67.85,87.12,32.28,36.69,75.01,52.44,70.68,14.04,59.79
1016,Xã Quý Lương,41.17,7.86,16.99,16.45,34.47,61.6,66.8,32.16,7,37.92,82.72,53.47,56.9,21.58,4.21,80.93,68.48,74.79,67.97,46.25,98.48,26.5,47.69,64.28,4.29,16.71,75.41,11.86,90.31,81.29,97.09,98.6,62.86,96.03,46.3,96.72,36.52,5.27,52.77,96.59,76.45,48.82,54.41,46.51,46.97,56.93,87,34.75,43.97,46.95,76.42,37.97,6.97,25.35
1017,Xã Quy Mông,20.88,12.64,26.92,14.09,58.15,71.92,96.39,53.68,64.4,39.68,16.56,52.56,1.32,65.29,71.72,80.62,25.39,61.13,10.87,85.18,13.21,58.11,7.52,23.03,79.22,69.01,49.98,6.29,30.52,19.8,1.64,99.22,17.25,90.76,2.78,67.7,60.18,54.44,51.99,70.14,1.86,3.13,86.87,44.6,18.54,83.15,19.73,70.82,14.6,68.75,11.69,54.06,59.9,0.06
1018,Xã Quỹ Nhất,29.56,56.89,61.3,48.84,54.77,38.11,39.51,25.66,24.56,92.61,35.72,30.85,63.09,22.23,44.14,42.52,93.3,64.97,17.53,64.94,42.38,85.78,52.61,87.34,17.7,90.98,86.45,66.01,96.76,91.97,11.93,97.22,77.59,42.06,68.03,76.43,2.78,59.03,45.17,59.01,14.71,4.87,49.7,60.21,7.75,80.49,99.04,41.7,71.48,42.89,30.68,64.8,68.13,99.69
1019,Xã Quyết Thắng,34.91,44.3,20.02,68.21,88.3,39.46,46.27,67.64,14.95,26.15,27.8,94.28,94.21,79.83,53.33,98.33,36.18,93.15,6.87,18.04,4.34,22.6,69.2,39.53,91.35,85.68,63.09,72.89,89.57,90.81,49.36,71.53,42.33,49.61,68.27,63.07,20.71,95.13,79.39,57.41,89.67,0.35,48.89,35.06,20.56,62.06,45.8,85.78,21.19,57.63,56.48,96.81,92.56,60.96
1021,Xã Quỳnh An,10.64,12.81,34.76,32.59,6.58,9.02,46.08,36.52,4.15,21.92,54.28,68.18,7.56,23.83,76.65,59.69,94.07,46.37,41.62,3.75,31.55,97.99,12.19,61.81,29.33,39.7,8.05,66.19,87.8,28.57,44.62,55.44,72.99,19.67,60.38,57.15,35.6,91.77,70.21,8.65,6.31,77.4,53.57,28.02,45.67,7.15,92.81,2.36,96.77,32.83,41.94,29.15,47.26,35.72
1022,Xã Quỳnh Lưu,37.98,24.05,45.25,9.61,77.24,20.03,37.07,44.66,22.2,41.77,20.29,71.51,94.66,34.07,99.76,88.36,52.43,4.97,51.69,66.09,55.92,89.96,46.88,8.65,37.4,19.51,79.96,71.87,7.56,73.77,21.19,14.2,71.35,47.25,67.24,93.75,25.97,66.88,52.23,77.1,18.02,39.32,83.18,56.09,25.19,13.76,18.75,83.26,72.69,7.27,38.44,85.39,99.78,97.12
1023,Xã Quỳnh Nhai,15.01,0.44,85.49,27.27,39.36,11.12,24.04,61.52,32.13,16.45,84.33,12.87,30.62,37.8,3.02,76.17,82.38,50.89,96.22,6.91,71.02,76.65,5.47,34.18,80,38.41,79.05,83.42,87.45,13.18,44.26,17.64,15.88,4.58,42.67,61.72,82.04,15.83,58.4,88.66,46.51,31.15,82.71,20.8,62.49,3.43,82.72,14.55,8.02,73.85,18.96,10.6,48.71,2.83
1024,Xã Quỳnh Phụ,23.7,85.64,1.46,18.01,45.97,17.14,9.26,79.1,35.67,19.18,36.9,15.87,31.79,39.39,62.45,59.36,61.03,35.19,48.57,29.83,96.35,37.29,61.62,54.81,23.93,21.28,40.47,6.63,7.77,38.27,27.38,34.46,19.7,50.83,74.82,4.12,41.68,39.43,91.76,58.81,12.13,93.94,12.67,64.38,42.76,21.87,42.48,8.6,43.72,18.22,71.68,45.93,72.57,32.03
1025,Xã Rạng Đông,27.5,85.55,91.89,66.68,16.85,21.49,30.22,75.52,6.76,94.35,58.13,53.78,14,88.18,11.77,15.44,40.25,57.43,32.43,4.41,87.55,57.92,1.28,29.55,83.99,11.84,93.57,39.97,66.08,40.14,8.29,58.15,59.31,53.5,20.14,18.31,43.97,10.4,70.72,71,46.82,95.86,77.25,89.74,23.24,65.75,60.46,51.99,36.81,51.87,91.29,9.27,64.04,12.33
1026,Xã Sa Lý,34.29,13.08,89.71,24.1,46.74,11.61,88.39,9.41,48.58,50.36,55.24,23.65,81.87,54.99,9.35,86,72.76,1.86,83.42,62.39,39.49,85.98,25.99,13.79,63.42,73.08,77.23,18.59,23.09,71.01,57.63,30.05,17.75,15.06,33.37,94.94,53.8,1.3,62.87,28.16,61.65,40.96,90.64,37.56,53.12,29.28,35.58,38.57,85.56,78.58,95.58,17.67,31.71,89.58
1027,Xã Sà Phìn,46.93,73.79,55.66,73.6,56.53,93.21,50.44,41.77,26.78,32.54,28.86,71.38,7.03,60.16,74.22,54.21,39.61,49.26,48.17,66.88,57.62,3.78,67.13,15.43,58.12,83.51,94.77,74.46,6.64,97.93,36.36,8.13,40.02,91.43,64.84,64.43,57.32,73.61,83.46,29.91,6.62,40.62,31.18,78.17,84.02,2.39,6.32,40,98.74,57.62,46.2,29,60.69,60.95
1028,Xã Sam Mứn,17.44,30.09,35.15,26.49,2.97,80.38,57.06,66.61,88.68,55.81,55.61,43.14,91.67,59.57,77.44,92.14,4.63,31.11,95.42,80.22,58.43,92.31,21.43,1.98,28.05,68.91,3.5,81.77,56.25,30.44,84.17,8.1,50.93,43.74,90.19,17.32,90.87,62.84,82.6,92.67,88.91,19.43,94.15,72.17,98.34,17.77,24.53,90.04,40.87,15.83,42.18,18.7,34.45,42.53
1029,Xã Sảng Mộc,43.75,91.48,45.49,28.61,59.1,21.59,90.18,31.39,18.05,87.21,19.6,77.37,35.18,14.66,14.96,84.96,23.52,89.31,38.22,60.47,48.58,87.81,91.13,38.63,66.9,2.25,99.41,18.47,41.42,86.54,49.36,92.61,58.99,58.33,47.09,6.2,22.03,12.93,38.72,8.83,90.59,21.44,58.29,59.32,36.55,57.83,62.65,64.54,4.27,65.7,42.68,57.55,4.3,80.58
1030,Xã Sáng Nhè,36.89,19.96,85.78,80.96,29.98,19.92,79.87,97.18,60.43,10.51,79.55,95.76,0.32,66.68,16.09,12.09,62.85,10.34,53.89,65.92,49.84,57.9,12.08,48.73,90.78,94.02,54.31,59.99,26.96,68.63,17.23,24.8,84.32,14.13,72.85,45.19,20.97,10.72,34.51,14.18,96.11,33.22,74.02,13.26,57.08,48.87,59.06,41.07,79.03,92,17.98,70.23,45.18,15.7
1031,Xã Sì Lở Lầu,16.65,68.67,21.21,57.14,8.48,53.01,93.41,13.49,67.65,33.25,29.1,64.71,94.52,94.92,88.27,38.53,19.05,98.78,42.67,8.25,44.07,6.88,59.66,55.33,57.48,49.08,49.15,14.46,9.1,42.29,8.76,1.99,31.58,0.71,68.38,30.81,62.55,77.18,93.88,78.68,79.45,35.23,94.17,7.7,44.75,64.88,85.93,56.56,26.66,57.27,74.4,71.15,68.1,35.06
1032,Xã Si Ma Cai,45.08,27.59,65.06,27.55,46.07,31.55,19.06,12.27,95.1,17.77,89.68,66.52,68.52,60.26,89.87,97.85,39.22,48.12,31.36,58.18,24,90.69,68.26,53.1,94.86,90.36,19.6,41.59,16.34,1.44,4.26,10.68,29.31,82.99,47.01,33.03,61.22,91.27,98.75,88.97,80,91.21,38.8,26.9,38.06,69.23,69.21,13.61,44.4,84.17,3.59,27.07,50.49,20.34
1033,Xã Si Pa Phìn,26.18,92.87,3.41,85.54,1.7,79.2,29.37,6.04,1.46,35.8,59.68,3.72,81.39,14.49,75.96,42.65,74.01,37.37,93.6,98.81,80.79,55.68,88.64,24.07,30.11,52.99,60.13,25.95,21.9,82.52,91.2,95.89,86.58,77.99,38.81,96.53,17.74,35.36,88.89,80.5,10.34,85.98,28.98,62.52,79.15,6.96,11.12,21.81,51.38,15.35,79.69,24.85,83.82,72.14
1034,Xã Sín Chải,20.77,69.09,76.96,12.52,79.21,71.28,53.67,95.65,12.06,97.5,94.87,35.87,48.98,79.91,30.18,7.86,84.53,84.26,4.94,3.46,71.25,32.76,74.96,49.14,57.38,62.77,72.94,48.4,86.8,61.47,87.93,4.23,55.51,85.7,50.4,29.38,4.18,27.26,88.45,58.7,84.34,84.69,92.81,82.2,59.86,75.84,58.88,23.22,80.34,68.97,82.39,30.54,26.72,12.56
1035,Xã Sín Chéng,48.58,93.02,64.09,60.48,72.9,53.87,38.76,1.43,12.8,88.87,87.1,38.37,56.6,58.15,53.79,63.71,56.38,77.89,25.76,37.5,96.32,13.1,79.29,58.06,22.61,81.6,55.24,99.53,61.07,13.75,93.8,44.2,19.37,9.64,59.21,27.33,31.22,76.72,90.95,44.81,22.94,7.48,62.69,17.31,85.36,37.86,69.58,12.25,53.79,50.36,7.89,81,34.08,42.29
1036,Xã Sìn Hồ,35.11,62.13,16.02,8.43,2.5,19.91,13.16,32.57,48.39,28.92,46.07,91.25,2.34,19.4,82.65,70.02,52.5,3.47,99.42,31.06,37.4,46.52,38.52,66.57,18.1,34.6,47.51,97.18,42.33,84.41,31.19,8.68,30.28,66.57,17.94,5.73,45.69,65.41,57.18,10.75,55.95,2.41,70.94,47.62,11.53,20.08,11.81,29.73,2.4,7.81,99.59,77.52,24.16,43.86
1037,Xã Sin Suối Hồ,8.58,45.72,42.08,53.85,97.91,49.88,48.33,7.21,85.63,25.5,58.5,94.38,48.93,55.11,91.57,78.51,8.26,45.51,3.92,79.84,21.8,38.31,75.26,93.82,63.31,56.91,8.75,61.58,47.98,40.82,26.49,11.86,59.74,57.82,51.81,21.51,74.59,44.16,30.28,8.71,87.7,85.83,29.15,63.6,74.09,59,91.92,79.07,43.07,87.73,55.94,65.68,35.97,37.9
1038,Xã Sín Thầu,8.14,65.99,54.26,99.05,43.97,33.12,86.82,38.78,4.93,90.18,34.86,85.54,27.07,29.54,80.59,43.48,93.11,18.12,62.66,67.64,60.77,24.94,33.59,51.66,59.02,67.72,7.57,8.6,42.31,74.64,65.75,13.65,7.31,21.81,12.52,7.22,76.26,21.55,98.2,82.67,1.19,46.22,47.71,55.68,59.21,75.8,98.44,99.85,71.31,12.27,6.28,43.28,98.34,95.08
1039,Xã Sính Phình,10.38,11.91,25.22,41.72,97.39,28.93,56.53,39.53,21.51,77.91,23.12,85.5,70.16,7.36,88.67,86.42,33.85,88.53,68.02,34.75,66.73,96.78,15.99,32.64,37.95,45.31,20.66,84.36,67.79,35.01,41.68,19.41,6.11,38.06,17.69,80.5,54.3,25.25,96.86,20.17,26.76,94.05,44.94,95.18,72.27,42.94,26.98,46.14,44.47,63.74,8.91,3.04,12.7,99.2
1040,Xã Sóc Sơn,14.07,37.61,3.97,81.25,27.04,35.96,21.94,73.61,28.61,56.31,61.86,52.21,22.58,51.2,64.96,18.27,87.85,95.28,34.24,2,51.36,61.12,9.36,37.07,80.15,20.12,90.49,68.99,8.16,38.97,64.47,38.9,24.78,38.19,4.58,23.44,2.75,88.78,12.91,68.51,16.38,8.01,30.74,26.23,26.56,50.7,81.46,66.56,70.33,21.87,77.71,52.13,35.88,32.48
1041,Xã Sơn Đông,10.41,98.74,81.55,6.25,30.62,5.85,32.18,62.77,30.13,11.58,30.3,93.38,68.23,19.31,48.95,55.92,37.26,0.03,7.06,78.11,47.58,9.9,49.96,8.73,41.47,70.12,31.68,79.2,69.25,33.95,84.17,44.02,15.2,67.48,44.96,45.73,69.32,69.87,43.06,77.19,73.9,45.81,91,7.61,33.33,39.99,66.83,76.65,0.57,26.37,56.76,62.52,73.93,91.22
1042,Xã Sơn Đồng,18.56,77.61,32.76,88.25,32.92,45.78,75.83,67.96,74.03,95.21,64.07,2.9,29.37,49.05,87.48,93,77.15,35.05,45.91,29.07,70.08,88.89,74.26,79.08,42.64,94.25,19.51,36.1,60.09,12.06,17.18,34.25,18.57,70.28,23.95,71.14,75.89,60.59,23.83,27.43,50.57,92.25,87.55,76.85,60.66,46.96,49.25,75.59,33.75,58.41,11.13,62.33,18.98,63
1043,Xã Sơn Động,8.72,28.45,73.97,15.22,6.32,28.25,92.22,12.93,23.49,70.52,59.19,33.43,98.97,33.33,36.29,23.79,37.08,92.59,41.73,98.68,55.78,66.09,83.86,81.29,17.77,11.23,40.83,76.71,90.5,29.83,36.55,26.93,42.72,90.53,30.07,52.84,95.01,10.33,74.89,59.12,45.46,3.66,10.53,95.18,21.49,57.27,0.61,89.35,83.2,67.1,99.41,95.25,70.38,26.04
1044,Xã Sơn Dương,18.34,8.56,34.61,23.92,26.76,18.43,63.97,19.05,83.11,74.39,62.41,87.84,61.37,93.36,77.88,61.88,70.68,42.7,47.83,22.91,69.48,6.64,42.03,59.95,51.32,25.16,56.79,49.47,49.7,55.11,53.18,25.01,80.73,19.5,8.66,55.63,90.27,56.08,29.47,59.29,41.09,11.98,16.3,76.92,43.94,68.65,97.88,94.31,9.31,26.78,73.63,32.66,54.65,99.34
1045,Xã Sơn Hải,34.04,28.37,95.2,54.64,69.96,5.66,26.85,55.15,97.44,17.61,92.26,29.7,64.92,13.08,99.81,88.56,52.69,56.87,68.93,45.92,8.25,3.12,63.94,6.06,77.98,65.96,79.68,79.08,40.13,20.66,23.46,90.89,85.61,41.23,76.66,10.59,29.96,56.4,44.87,22.84,95.4,13.84,24.76,34.36,15.21,88.65,79.36,74.3,30.03,26.99,22.51,33,89.58,68.42
1046,Xã Sơn Lộ,31.57,52.68,93.27,32.12,87.86,58.29,50.77,71.18,61.11,47.96,96.08,45.14,91.77,86.75,92.96,50.71,72.13,97.04,44.65,45.45,60.08,26.02,28.63,30.16,55.04,35.15,2.85,11.68,59.16,85.45,80.97,86.55,68.27,59.04,18.4,61.47,10.02,30.54,91.61,11.66,84.07,44.68,29.68,76.18,17.72,40.96,40.65,43.12,6.25,50.11,81.73,28.6,5.5,6.42
1047,Xã Sơn Lương,41.93,25.83,61.6,82.92,14.1,7.96,15.68,50.14,11.23,66.37,38.01,90.01,75.12,83.74,14.83,84.21,17.48,30.04,27.83,26.86,8.35,51.4,84.63,98.28,16.92,24.15,86.44,43.92,13.42,9.47,20.59,13.14,0.07,35.94,11.57,33.89,91.46,73.17,49.49,42.04,74.11,56.49,76.83,74.56,41.09,37.21,29.89,97.84,48.39,58.42,93.71,91.63,52.79,97.33
